player,pos,mean,sd,exp_missed,avail,vor,score
Troy Franklin,WR,8.710775461296432,7.625306165502279,2.92,6.98911631129902,-1.227111928283211,-1.227111928283211
Jacory Croskey-Merritt,RB,8.441618114969915,8.029312108840736,3.63,6.323765099655403,-1.2356349003445972,-1.2356349003445972
AJ Barner,TE,8.115430814039849,6.492875054287448,3.11,6.4183510173391625,-1.284337543809384,-1.284337543809384
Kyle Monangai,RB,9.089188861841407,6.7830617327714355,5.63,6.274213605512288,-1.2851863944877122,-1.2851863944877122
Jayden Reed,WR,9.290871866160366,5.574523119696219,4.88,6.918966930917072,-1.297261308665159,-1.297261308665159
Jaxson Dart,QB,20.898488928413236,11.460791929371707,4.65,15.643133624356379,-1.342070707393317,-1.342070707393317
Tre Tucker,WR,8.56058823814755,9.379150061831453,2.92,6.868613151078388,-1.3476150885038427,-1.3476150885038427
Jalen Royals,WR,9.614117647058823,5.768470588235293,5.9799999999999995,6.8486449826989615,-1.367583256883269,-1.367583256883269
Rashid Shaheed,WR,8.436402318301575,6.1066876444540785,2.92,6.768972213037263,-1.4472560265449674,-1.4472560265449674
Kayshon Boutte,WR,8.901290787779253,7.544887651272858,4.4,6.75450889190308,-1.4617193476791508,-1.4617193476791508
Hollywood Brown,WR,8.565367647058823,5.6867646044712155,3.4,6.751525086505191,-1.46470315307704,-1.46470315307704
Deebo Samuel Sr.,WR,9.3093146079218,6.942609979923496,5.65,6.7218727536611835,-1.494355485921047,-1.494355485921047
Keon Coleman,WR,8.932278044380219,6.558131662988394,4.68,6.704462814487741,-1.5117654250944899,-1.5117654250944899
Jalen Coker,WR,8.896935203032251,5.865461308681215,4.68,6.67793489357009,-1.5382933460121402,-1.5382933460121402
CJ Daniels,WR,8.458235294117646,5.074941176470587,3.4,6.667079584775086,-1.5491486548071443,-1.5491486548071443
Elijah Sarratt,WR,8.458235294117646,5.074941176470587,3.4,6.667079584775086,-1.5491486548071443,-1.5491486548071443
Ja'Kobi Lane,WR,8.458235294117646,5.074941176470587,3.4,6.667079584775086,-1.5491486548071443,-1.5491486548071443
Chris Godwin Jr.,WR,9.450100422044436,7.281159095760632,6.2299999999999995,6.662320797541328,-1.5539074420409023,-1.5539074420409023
Kyler Murray,QB,19.302780362912024,6.7559731270192085,2.93,15.42519242530352,-1.5600119064461762,-1.5600119064461762
