label,league,injuries,p_playoffs,p_title,avg_wins,avg_ppg
Plan (McBride at 19) [Vaki = Gibbs handcuff],A,True,0.9308333333333333,0.16666666666666666,8.1225,126.30393848920025
"Plan, no handcuff (Croskey-Merritt for Vaki)",A,True,0.9258333333333333,0.15333333333333332,8.051666666666666,125.73933607026343
"Chase at 2, Kyren at 19",A,True,0.9066666666666666,0.13166666666666665,7.660833333333334,123.15896696262953
Bijan at 2 (else plan),A,True,0.9391666666666667,0.14166666666666666,8.163333333333334,125.46936666732964
