pos,cat,season,weeks_listed,out_weeks,missed_this,played_next,missed_next,same_cat_next,same_cat_out_next,dppg_next
WR,hamstring,2014,2,0,0,True,4.0,False,False,-6.758333333333334
WR,ribs,2014,2,0,0,True,4.0,False,False,-6.758333333333334
WR,ankle,2014,3,0,0,False,11.0,False,False,
WR,hamstring,2014,2,0,0,False,11.0,False,False,
WR,hand,2014,1,0,0,False,11.0,False,False,
QB,hand,2014,3,0,9,False,12.0,False,False,
TE,knee,2014,2,1,1,True,0.0,True,False,-0.9883333333333342
TE,other,2014,8,0,1,True,0.0,True,False,-0.9883333333333342
WR,ankle,2014,7,0,3,True,0.0,True,False,8.129807692307692
TE,concussion,2014,2,0,1,True,1.0,False,False,4.460000000000001
TE,knee,2014,1,0,1,True,1.0,False,False,4.460000000000001
TE,shoulder,2014,3,0,1,True,1.0,False,False,4.460000000000001
RB,illness,2014,1,0,5,False,12.0,False,False,
RB,ribs,2014,6,4,5,False,12.0,False,False,
WR,ankle,2014,13,0,3,True,0.0,True,False,-1.4903846153846132
RB,back,2014,7,0,0,False,9.0,False,False,
RB,calf,2014,2,0,0,False,9.0,True,False,
RB,other,2014,5,0,0,False,9.0,True,False,
WR,illness,2014,1,0,1,False,9.0,False,False,
WR,quad,2014,1,0,1,False,9.0,False,False,
WR,shoulder,2014,1,0,1,False,9.0,False,False,
TE,ankle,2014,2,0,0,True,0.0,False,False,0.41249999999999964
TE,calf,2014,1,0,0,True,0.0,False,False,0.41249999999999964
TE,knee,2014,2,0,0,True,0.0,True,False,0.41249999999999964
TE,other,2014,1,0,0,True,0.0,True,False,0.41249999999999964
QB,ankle,2014,2,0,7,False,10.0,False,False,
QB,concussion,2014,1,0,7,False,10.0,False,False,
QB,knee,2014,2,1,7,False,10.0,False,False,
RB,other,2014,2,0,6,False,10.0,False,False,
RB,ankle,2014,1,0,3,True,3.0,True,False,1.292307692307693
RB,hip,2014,1,0,3,True,3.0,False,False,1.292307692307693
RB,knee,2014,4,0,3,True,3.0,True,False,1.292307692307693
QB,illness,2014,1,0,0,True,6.0,False,False,-0.2085000000000008
RB,ankle,2014,8,0,0,True,5.0,False,False,3.4363636363636356
RB,knee,2014,6,0,0,True,5.0,True,False,3.4363636363636356
WR,elbow,2014,1,0,0,True,7.0,False,False,-4.007638888888888
WR,toe,2014,1,0,0,True,7.0,False,False,-4.007638888888888
WR,shin,2014,2,0,1,True,7.0,False,False,-2.5399999999999974
WR,shoulder,2014,3,0,1,True,7.0,False,False,-2.5399999999999974
TE,foot,2014,1,0,0,True,5.0,False,False,-3.592045454545456
TE,hamstring,2014,1,0,0,True,5.0,False,False,-3.592045454545456
TE,ribs,2014,2,0,0,True,5.0,True,True,-3.592045454545456
RB,ankle,2014,3,0,1,False,11.0,False,False,
RB,back,2014,1,0,1,False,11.0,False,False,
RB,hamstring,2014,1,0,1,False,11.0,False,False,
RB,knee,2014,3,0,1,False,11.0,False,False,
RB,shoulder,2014,1,0,1,False,11.0,False,False,
WR,foot,2014,13,3,4,True,2.0,False,False,-3.9785714285714295
WR,hip,2014,1,0,3,True,7.0,False,False,4.983760683760686
WR,knee,2014,4,3,3,True,7.0,False,False,4.983760683760686
RB,ankle,2014,1,0,0,True,6.0,True,False,-3.5287500000000023
RB,knee,2014,1,0,0,True,6.0,False,False,-3.5287500000000023
QB,other,2014,1,0,2,True,5.0,False,False,3.9390909090909076
QB,shoulder,2014,1,0,2,True,5.0,False,False,3.9390909090909076
RB,groin,2014,6,0,3,False,12.0,True,True,
RB,hamstring,2014,4,0,3,False,12.0,False,False,
RB,hip,2014,1,0,3,False,12.0,False,False,
RB,knee,2014,1,0,3,False,12.0,False,False,
RB,other,2014,1,0,3,False,12.0,False,False,
RB,ribs,2014,1,0,3,False,12.0,False,False,
RB,hamstring,2014,1,0,6,False,15.0,False,False,
RB,neck,2014,1,0,6,False,15.0,False,False,
WR,back,2014,1,0,0,True,1.0,False,False,-6.800416666666667
WR,calf,2014,1,0,0,True,1.0,False,False,-6.800416666666667
WR,foot,2014,1,0,0,True,1.0,False,False,-6.800416666666667
WR,hamstring,2014,2,0,0,True,1.0,False,False,-6.800416666666667
WR,ribs,2014,2,0,0,True,1.0,False,False,-6.800416666666667
WR,calf,2014,1,0,0,True,0.0,False,False,4.59375
WR,foot,2014,1,0,0,True,0.0,False,False,4.59375
WR,knee,2014,3,0,0,True,0.0,False,False,4.59375
WR,quad,2014,1,0,0,True,0.0,False,False,4.59375
WR,hamstring,2014,1,0,0,True,1.0,False,False,-1.1616666666666688
WR,ankle,2014,3,0,3,False,11.0,False,False,
WR,foot,2014,1,0,3,False,11.0,False,False,
WR,quad,2014,2,0,3,False,11.0,False,False,
WR,illness,2014,1,0,1,False,10.0,False,False,
WR,ankle,2014,1,0,0,True,0.0,False,False,-1.3499999999999996
WR,back,2014,1,0,0,True,0.0,False,False,-1.3499999999999996
WR,hip,2014,1,0,0,True,0.0,False,False,-1.3499999999999996
WR,knee,2014,1,0,0,True,0.0,True,False,-1.3499999999999996
WR,other,2014,1,0,0,True,0.0,False,False,-1.3499999999999996
TE,back,2014,2,0,0,True,0.0,False,False,-2.8937500000000007
WR,hand,2014,1,0,0,True,4.0,False,False,3.166666666666668
WR,knee,2014,1,0,0,True,4.0,False,False,3.166666666666668
WR,back,2014,1,1,5,False,11.0,False,False,
WR,back,2014,1,0,2,True,7.0,False,False,2.8976190476190418
WR,quad,2014,6,0,2,True,7.0,False,False,2.8976190476190418
RB,ankle,2014,3,1,5,True,0.0,False,False,-2.182386363636363
RB,knee,2014,5,3,5,True,0.0,False,False,-2.182386363636363
RB,achilles,2014,1,0,1,True,3.0,False,False,-5.082564102564106
RB,ankle,2014,1,0,1,True,3.0,True,True,-5.082564102564106
RB,concussion,2014,2,1,1,True,3.0,False,False,-5.082564102564106
RB,knee,2014,2,0,1,True,3.0,False,False,-5.082564102564106
RB,shoulder,2014,2,0,1,True,4.0,False,False,3.7266666666666692
RB,hamstring,2014,1,0,0,True,1.0,True,False,4.2133333333333365
RB,shoulder,2014,2,0,0,True,1.0,False,False,4.2133333333333365
TE,knee,2014,5,0,1,True,1.0,True,True,-0.519999999999996
WR,shoulder,2014,5,0,0,True,5.0,False,False,-5.086363636363636
WR,concussion,2014,1,0,0,True,1.0,False,False,-4.025416666666667
WR,hip,2014,1,0,0,True,1.0,False,False,-4.025416666666667
WR,illness,2014,1,0,0,True,1.0,False,False,-4.025416666666667
WR,quad,2014,1,0,0,True,1.0,False,False,-4.025416666666667
WR,hamstring,2014,7,0,1,True,1.0,False,False,2.966666666666665
WR,toe,2014,1,0,1,True,1.0,False,False,2.966666666666665
TE,shoulder,2014,4,0,1,True,5.0,False,False,-4.335757575757576
TE,back,2014,1,0,6,True,6.0,False,False,-2.400000000000001
TE,calf,2014,4,2,6,True,6.0,False,False,-2.400000000000001
TE,knee,2014,1,0,6,True,6.0,False,False,-2.400000000000001
WR,ankle,2014,1,0,0,True,4.0,False,False,-2.5687500000000005
WR,other,2014,1,0,0,True,0.0,False,False,0.5812500000000007
RB,ribs,2014,1,0,7,True,3.0,False,False,-1.705982905982907
RB,ankle,2014,3,2,10,True,3.0,False,False,-1.842307692307692
RB,knee,2014,8,7,10,True,3.0,False,False,-1.842307692307692
RB,shoulder,2014,1,0,10,True,3.0,False,False,-1.842307692307692
TE,knee,2014,1,0,1,True,2.0,True,False,-5.892857142857142
TE,quad,2014,1,0,1,True,2.0,False,False,-5.892857142857142
TE,toe,2014,2,0,1,True,2.0,False,False,-5.892857142857142
WR,ankle,2014,4,0,0,True,0.0,False,False,-5.5624999999999964
RB,hand,2014,2,0,5,False,16.0,False,False,
RB,knee,2014,3,2,5,False,16.0,False,False,
WR,hamstring,2014,1,0,0,True,0.0,False,False,-3.575000000000001
WR,hip,2014,1,0,0,True,0.0,True,False,-3.575000000000001
WR,shoulder,2014,6,0,0,True,7.0,False,False,-10.058333333333334
WR,hand,2014,1,0,1,True,8.0,False,False,-3.8683333333333314
WR,illness,2014,1,0,1,True,8.0,False,False,-3.8683333333333314
WR,quad,2014,2,0,1,True,8.0,False,False,-3.8683333333333314
QB,back,2014,2,1,2,True,0.0,False,False,6.506428571428568
QB,ribs,2014,2,0,2,True,0.0,False,False,6.506428571428568
WR,foot,2014,1,0,4,True,0.0,False,False,-0.3874999999999993
WR,other,2014,1,0,4,True,0.0,False,False,-0.3874999999999993
WR,quad,2014,1,0,4,True,0.0,False,False,-0.3874999999999993
WR,toe,2014,6,0,4,True,0.0,False,False,-0.3874999999999993
WR,ankle,2014,5,0,1,True,0.0,False,False,2.9525000000000006
WR,hip,2014,3,0,1,True,0.0,False,False,2.9525000000000006
WR,illness,2014,1,0,1,True,0.0,False,False,2.9525000000000006
QB,hand,2014,5,0,9,False,16.0,False,False,
RB,ankle,2014,1,0,3,True,4.0,False,False,1.5153846153846136
RB,hand,2014,4,3,3,True,4.0,False,False,1.5153846153846136
RB,shoulder,2014,3,0,3,True,4.0,True,False,1.5153846153846136
QB,back,2014,1,0,0,True,7.0,False,False,-3.6093055555555544
TE,ankle,2014,2,0,7,True,0.0,False,False,1.5583333333333336
TE,core,2014,11,6,7,True,0.0,False,False,1.5583333333333336
RB,ankle,2014,5,0,0,True,0.0,False,False,-0.46250000000000036
RB,illness,2014,1,0,0,True,0.0,False,False,-0.46250000000000036
RB,shoulder,2014,1,0,0,True,0.0,False,False,-0.46250000000000036
WR,knee,2014,2,0,1,True,0.0,True,False,-4.854999999999999
RB,hand,2014,2,0,0,True,1.0,False,False,-11.700416666666667
RB,illness,2014,1,0,0,True,1.0,False,False,-11.700416666666667
RB,knee,2014,1,1,10,True,8.0,True,False,-8.066666666666668
TE,ankle,2014,1,0,6,True,0.0,False,False,-2.2650000000000006
TE,concussion,2014,6,4,6,True,0.0,False,False,-2.2650000000000006
TE,shoulder,2014,3,0,6,True,0.0,False,False,-2.2650000000000006
RB,quad,2014,1,0,3,True,8.0,False,False,-6.4923076923076914
RB,toe,2014,2,1,3,True,8.0,False,False,-6.4923076923076914
WR,groin,2014,1,0,3,True,5.0,False,False,0.6883916083916084
WR,hamstring,2014,6,1,3,True,5.0,True,True,0.6883916083916084
WR,illness,2014,1,0,3,True,5.0,False,False,0.6883916083916084
WR,shoulder,2014,1,0,3,True,5.0,True,True,0.6883916083916084
TE,ankle,2014,6,0,4,True,4.0,False,False,-3.5333333333333314
TE,hamstring,2014,5,0,2,True,3.0,False,False,-0.372527472527473
TE,knee,2014,10,0,2,True,3.0,True,False,-0.372527472527473
RB,concussion,2014,2,1,1,True,1.0,False,False,-10.053333333333331
RB,foot,2014,2,0,1,True,1.0,False,False,-10.053333333333331
RB,groin,2014,1,0,1,True,1.0,False,False,-10.053333333333331
WR,ankle,2014,1,0,3,True,1.0,False,False,-1.8857435897435888
WR,hamstring,2014,1,0,3,True,1.0,True,False,-1.8857435897435888
WR,hip,2014,1,0,3,True,1.0,False,False,-1.8857435897435888
WR,shoulder,2014,1,0,0,True,1.0,False,False,-4.989166666666668
WR,groin,2014,1,0,0,True,0.0,False,False,6.443750000000001
RB,ankle,2014,1,1,8,False,9.0,False,False,
WR,hamstring,2014,4,0,0,True,7.0,True,True,1.6687499999999993
RB,ankle,2014,1,0,0,True,0.0,False,False,-5.51875
RB,knee,2014,1,0,0,True,0.0,False,False,-5.51875
WR,ankle,2014,1,0,1,True,0.0,False,False,2.653833333333333
WR,hamstring,2014,1,1,1,True,0.0,False,False,2.653833333333333
RB,ankle,2014,2,0,1,True,1.0,False,False,-7.180000000000001
RB,hand,2014,2,0,1,True,1.0,False,False,-7.180000000000001
QB,collarbone,2014,8,8,8,True,5.0,False,False,-7.180454545454545
WR,back,2014,1,0,1,True,1.0,False,False,-2.920000000000001
WR,hamstring,2014,2,0,1,True,1.0,False,False,-2.920000000000001
WR,ankle,2014,1,0,1,True,0.0,False,False,-4.866666666666665
WR,groin,2014,1,0,1,True,0.0,True,False,-4.866666666666665
WR,hamstring,2014,3,0,1,True,0.0,False,False,-4.866666666666665
WR,other,2014,1,0,1,True,0.0,False,False,-4.866666666666665
RB,ankle,2014,4,1,5,True,0.0,False,False,7.963068181818182
RB,knee,2014,3,0,5,True,0.0,True,False,7.963068181818182
RB,foot,2014,1,0,0,True,0.0,False,False,0.59375
RB,knee,2014,2,0,0,True,0.0,False,False,0.59375
RB,shoulder,2014,3,0,0,True,0.0,False,False,0.59375
WR,groin,2014,1,0,0,True,1.0,False,False,1.4141666666666666
WR,knee,2014,1,0,0,True,1.0,True,False,1.4141666666666666
QB,ankle,2014,8,5,7,False,16.0,False,False,
QB,shoulder,2014,1,0,7,False,16.0,False,False,
RB,hamstring,2014,1,0,1,False,16.0,False,False,
RB,illness,2014,1,0,1,False,16.0,False,False,
RB,foot,2014,7,4,8,True,0.0,True,False,-2.6999999999999993
RB,shoulder,2014,1,0,8,True,0.0,False,False,-2.6999999999999993
TE,ankle,2014,3,2,4,True,3.0,True,True,-7.169871794871796
TE,knee,2014,1,1,4,True,3.0,False,False,-7.169871794871796
QB,ankle,2014,2,0,0,True,0.0,True,False,-1.3237500000000004
QB,shoulder,2014,1,0,0,True,0.0,False,False,-1.3237500000000004
WR,hand,2014,3,0,2,True,6.0,False,False,-2.299999999999999
RB,knee,2014,1,0,0,True,0.0,True,False,-3.8625
RB,ankle,2014,4,0,2,True,1.0,True,False,-5.701428571428572
TE,core,2014,1,0,0,True,1.0,False,False,2.447083333333337
TE,knee,2014,1,0,0,True,1.0,False,False,2.447083333333337
WR,quad,2014,3,0,1,True,1.0,True,False,-5.859999999999998
RB,hamstring,2014,5,1,3,True,0.0,False,False,3.9028846153846164
RB,toe,2014,1,0,3,True,0.0,False,False,3.9028846153846164
WR,ankle,2014,1,0,2,True,8.0,False,False,8.014285714285714
WR,collarbone,2014,1,1,2,True,8.0,False,False,8.014285714285714
WR,groin,2014,2,0,2,True,8.0,False,False,8.014285714285714
WR,quad,2014,1,0,2,True,8.0,False,False,8.014285714285714
WR,ribs,2014,2,0,2,True,8.0,False,False,8.014285714285714
RB,foot,2014,10,0,4,True,6.0,False,False,-7.446666666666665
RB,hip,2014,3,1,4,True,6.0,False,False,-7.446666666666665
RB,other,2014,7,5,7,True,8.0,False,False,1.4236111111111107
WR,ankle,2014,4,0,0,True,2.0,False,False,-1.8499999999999996
WR,back,2014,1,0,0,True,2.0,False,False,-1.8499999999999996
RB,hip,2014,4,2,3,True,0.0,False,False,-3.0783653846153864
RB,ribs,2014,1,0,3,True,0.0,False,False,-3.0783653846153864
WR,groin,2014,1,0,0,True,0.0,False,False,1.7249999999999996
WR,illness,2014,1,0,0,True,0.0,False,False,1.7249999999999996
WR,other,2014,1,0,0,True,0.0,False,False,1.7249999999999996
TE,hamstring,2014,7,4,5,True,2.0,False,False,8.929870129870128
TE,hand,2014,1,0,5,True,2.0,False,False,8.929870129870128
TE,other,2014,1,0,5,True,2.0,False,False,8.929870129870128
RB,concussion,2014,1,0,0,True,1.0,False,False,-7.720416666666669
RB,hip,2014,1,0,0,True,1.0,False,False,-7.720416666666669
RB,other,2014,1,0,0,True,1.0,False,False,-7.720416666666669
RB,other,2014,1,0,0,False,10.0,False,False,
TE,ribs,2014,5,0,0,True,0.0,False,False,0.7687500000000007
RB,concussion,2014,2,1,3,True,0.0,True,False,6.351923076923077
WR,knee,2014,2,0,4,True,7.0,False,False,-1.938888888888889
WR,knee,2014,2,0,1,True,0.0,False,False,6.170416666666666
RB,ankle,2014,1,0,7,False,9.0,False,False,
RB,calf,2014,1,0,7,False,9.0,False,False,
WR,back,2014,2,0,1,True,0.0,False,False,-0.08791666666666842
WR,hand,2014,2,0,1,True,0.0,False,False,-0.08791666666666842
RB,foot,2014,1,1,3,True,4.0,True,False,-3.5333333333333323
WR,ankle,2014,1,0,0,True,0.0,False,False,6.037500000000001
WR,hand,2014,2,0,0,True,0.0,False,False,6.037500000000001
WR,illness,2014,1,0,0,True,0.0,False,False,6.037500000000001
QB,shoulder,2014,3,0,2,False,15.0,True,False,
RB,hamstring,2014,1,0,0,True,2.0,False,False,-4.952678571428572
RB,hip,2014,2,0,0,True,2.0,False,False,-4.952678571428572
RB,knee,2014,1,0,0,True,2.0,False,False,-4.952678571428572
RB,ribs,2014,1,0,0,True,2.0,False,False,-4.952678571428572
RB,hip,2014,2,0,1,True,0.0,False,False,0.6400000000000006
WR,ankle,2014,3,0,0,True,1.0,True,False,5.650416666666667
WR,foot,2014,1,0,0,True,1.0,True,False,5.650416666666667
TE,concussion,2014,3,2,2,False,16.0,False,False,
TE,knee,2014,1,0,2,False,16.0,False,False,
WR,ankle,2014,1,0,0,True,1.0,False,False,4.752083333333331
WR,hamstring,2014,1,0,0,True,1.0,True,False,4.752083333333331
WR,other,2014,1,0,0,True,1.0,False,False,4.752083333333331
RB,shoulder,2014,1,0,0,True,0.0,False,False,-7.231249999999999
RB,ankle,2014,1,0,0,True,2.0,False,False,1.9901785714285714
RB,knee,2014,1,0,0,True,2.0,False,False,1.9901785714285714
WR,ankle,2014,1,0,3,True,2.0,False,False,1.3851648351648347
WR,concussion,2014,3,2,3,True,2.0,False,False,1.3851648351648347
WR,illness,2014,1,0,3,True,2.0,True,False,1.3851648351648347
WR,shoulder,2014,1,0,3,True,2.0,True,False,1.3851648351648347
WR,shoulder,2014,1,0,0,True,4.0,False,False,-2.2270833333333337
WR,back,2014,1,0,4,True,1.0,False,False,-3.5383333333333375
WR,hamstring,2014,5,4,4,True,1.0,True,False,-3.5383333333333375
QB,ankle,2014,2,0,3,True,0.0,False,False,-1.2925000000000004
QB,shoulder,2014,4,1,9,False,9.0,False,False,
QB,ankle,2014,2,0,0,True,0.0,False,False,4.955000000000002
QB,hand,2014,1,0,0,True,0.0,True,False,4.955000000000002
QB,quad,2014,1,0,0,True,0.0,False,False,4.955000000000002
TE,core,2014,1,0,0,True,0.0,False,False,1.875
TE,knee,2014,4,0,0,True,0.0,False,False,1.875
WR,groin,2014,4,0,0,True,3.0,False,False,4.657692307692306
WR,hip,2014,1,0,0,True,3.0,False,False,4.657692307692306
WR,ribs,2014,5,0,0,True,3.0,False,False,4.657692307692306
WR,concussion,2014,1,0,0,False,16.0,False,False,
WR,knee,2014,1,0,0,False,16.0,False,False,
WR,illness,2014,2,0,6,True,5.0,True,False,2.5718181818181787
WR,shoulder,2014,3,0,6,True,5.0,False,False,2.5718181818181787
RB,ankle,2014,2,0,5,True,0.0,True,False,-3.9056818181818205
RB,back,2014,4,1,5,True,0.0,False,False,-3.9056818181818205
WR,foot,2014,1,0,2,True,3.0,True,False,0.8840659340659327
WR,shoulder,2014,1,0,0,True,0.0,False,False,5.6537500000000005
RB,ankle,2014,3,0,8,True,0.0,False,False,3.6875
QB,foot,2014,2,0,2,True,0.0,False,False,7.741785714285712
QB,hand,2014,3,0,2,True,0.0,False,False,7.741785714285712
QB,shoulder,2014,2,0,2,True,0.0,True,False,7.741785714285712
WR,groin,2014,2,1,1,True,1.0,False,False,-2.3999999999999986
WR,hamstring,2014,1,0,6,True,0.0,False,False,7.8825
WR,ankle,2014,1,0,4,True,7.0,False,False,-2.2972222222222225
WR,elbow,2014,1,0,4,True,7.0,False,False,-2.2972222222222225
WR,hamstring,2014,5,3,4,True,7.0,True,True,-2.2972222222222225
QB,back,2015,2,0,8,False,16.0,False,False,
QB,illness,2015,1,0,8,False,16.0,False,False,
QB,neck,2015,1,0,8,False,16.0,False,False,
QB,shoulder,2015,1,1,8,False,16.0,False,False,
QB,back,2015,1,0,6,False,16.0,False,False,
QB,foot,2015,8,6,6,False,16.0,False,False,
QB,other,2015,4,0,6,False,16.0,False,False,
QB,shoulder,2015,1,0,6,False,16.0,False,False,
QB,illness,2015,1,0,0,True,4.0,False,False,0.8362499999999997
WR,back,2015,2,0,9,True,2.0,False,False,-6.114285714285714
WR,knee,2015,1,0,9,True,2.0,False,False,-6.114285714285714
QB,foot,2015,2,0,1,True,0.0,False,False,0.423333333333332
QB,shoulder,2015,2,1,1,True,0.0,False,False,0.423333333333332
QB,ankle,2015,1,0,8,False,11.0,False,False,
QB,concussion,2015,2,1,8,False,11.0,False,False,
QB,hand,2015,1,0,8,False,11.0,False,False,
QB,ribs,2015,2,0,8,False,11.0,False,False,
QB,shoulder,2015,2,1,8,False,11.0,True,True,
QB,hand,2015,2,0,0,True,1.0,False,False,-3.6194999999999986
TE,hip,2015,1,0,5,True,3.0,False,False,-2.1762237762237735
TE,knee,2015,4,0,5,True,3.0,False,False,-2.1762237762237735
WR,other,2015,2,0,0,False,10.0,False,False,
WR,hamstring,2015,8,0,2,True,0.0,False,False,-1.5124999999999993
TE,ankle,2015,2,0,0,True,1.0,False,False,-0.015416666666666856
TE,ribs,2015,2,0,0,True,1.0,True,False,-0.015416666666666856
WR,concussion,2015,1,0,1,False,16.0,False,False,
WR,shoulder,2015,2,1,1,False,16.0,False,False,
WR,ankle,2015,3,2,2,False,16.0,False,False,
WR,other,2015,2,0,2,False,16.0,False,False,
WR,ankle,2015,7,0,0,True,0.0,False,False,-2.4812499999999993
WR,other,2015,1,0,0,True,0.0,False,False,-2.4812499999999993
QB,concussion,2015,1,0,4,True,2.0,False,False,-1.0938095238095187
QB,foot,2015,1,0,4,True,2.0,False,False,-1.0938095238095187
QB,illness,2015,1,0,4,True,2.0,False,False,-1.0938095238095187
QB,knee,2015,5,3,4,True,2.0,True,True,-1.0938095238095187
QB,foot,2015,2,0,0,True,0.0,False,False,-2.5962500000000013
TE,knee,2015,1,0,0,False,16.0,False,False,
WR,ankle,2015,4,1,3,False,16.0,False,False,
WR,core,2015,1,0,3,False,16.0,False,False,
WR,hamstring,2015,3,2,3,False,16.0,False,False,
WR,hip,2015,3,0,3,False,16.0,False,False,
QB,hand,2015,2,0,0,True,1.0,False,False,-1.9671666666666692
QB,shoulder,2015,1,0,0,True,0.0,False,False,4.923749999999998
WR,ankle,2015,1,0,1,False,16.0,False,False,
WR,elbow,2015,1,0,1,False,16.0,False,False,
WR,foot,2015,1,0,1,False,16.0,False,False,
WR,other,2015,1,0,1,False,16.0,False,False,
TE,other,2015,4,0,1,False,16.0,False,False,
TE,ribs,2015,3,0,1,False,16.0,False,False,
WR,knee,2015,8,4,6,False,11.0,False,False,
RB,ankle,2015,1,0,0,True,0.0,False,False,1.674999999999999
RB,foot,2015,1,0,0,True,0.0,False,False,1.674999999999999
QB,knee,2015,2,0,8,False,12.0,False,False,
QB,elbow,2015,1,0,0,True,2.0,False,False,-8.29642857142857
QB,hand,2015,9,0,0,True,2.0,False,False,-8.29642857142857
QB,hamstring,2015,3,1,1,False,11.0,False,False,
QB,illness,2015,1,0,1,False,11.0,False,False,
RB,foot,2015,1,0,0,True,8.0,False,False,-2.450000000000001
RB,illness,2015,1,0,0,True,8.0,False,False,-2.450000000000001
TE,knee,2015,7,0,0,False,16.0,False,False,
TE,other,2015,3,0,0,False,16.0,False,False,
TE,shoulder,2015,3,0,0,False,16.0,False,False,
WR,ankle,2015,5,0,0,True,1.0,False,False,-11.550833333333332
WR,calf,2015,1,0,0,True,1.0,False,False,-11.550833333333332
WR,ribs,2015,1,0,0,True,1.0,False,False,-11.550833333333332
WR,toe,2015,3,0,0,True,1.0,False,False,-11.550833333333332
TE,hamstring,2015,1,0,1,True,1.0,True,False,-3.753333333333334
TE,hand,2015,2,0,1,True,1.0,False,False,-3.753333333333334
WR,other,2015,7,0,3,False,16.0,False,False,
WR,ribs,2015,2,1,3,False,16.0,False,False,
WR,shoulder,2015,2,0,3,False,16.0,False,False,
WR,ankle,2015,9,0,0,False,16.0,False,False,
WR,other,2015,1,0,0,False,16.0,False,False,
RB,ankle,2015,2,0,0,False,13.0,False,False,
RB,hamstring,2015,1,0,0,False,13.0,False,False,
RB,hand,2015,1,0,0,False,13.0,False,False,
RB,hip,2015,1,0,0,False,13.0,False,False,
WR,knee,2015,2,0,1,True,0.0,False,False,-2.0787499999999994
WR,other,2015,2,0,1,True,0.0,False,False,-2.0787499999999994
WR,quad,2015,1,0,1,True,0.0,False,False,-2.0787499999999994
RB,calf,2015,1,0,9,False,16.0,False,False,
RB,core,2015,8,6,9,False,16.0,False,False,
RB,hamstring,2015,5,1,9,False,16.0,False,False,
RB,other,2015,2,0,9,False,16.0,False,False,
TE,knee,2015,1,0,0,True,0.0,False,False,-1.3499999999999996
TE,other,2015,1,0,0,True,0.0,False,False,-1.3499999999999996
WR,hamstring,2015,2,0,0,False,16.0,False,False,
WR,quad,2015,2,0,0,False,16.0,False,False,
TE,knee,2015,5,0,4,False,16.0,False,False,
WR,knee,2015,6,0,2,True,4.0,False,False,-5.177857142857144
QB,hip,2015,1,0,0,True,0.0,False,False,7.594999999999999
RB,groin,2015,2,0,0,False,13.0,False,False,
RB,ankle,2015,1,0,3,True,3.0,True,False,-1.4923076923076923
RB,foot,2015,3,3,3,True,3.0,True,False,-1.4923076923076923
RB,knee,2015,2,0,3,True,3.0,False,False,-1.4923076923076923
RB,other,2015,2,0,3,True,3.0,False,False,-1.4923076923076923
RB,knee,2015,1,0,5,False,12.0,False,False,
WR,ankle,2015,2,0,7,True,7.0,False,False,2.522222222222222
WR,back,2015,1,0,7,True,7.0,False,False,2.522222222222222
WR,hip,2015,1,0,7,True,7.0,False,False,2.522222222222222
WR,illness,2015,1,0,7,True,7.0,False,False,2.522222222222222
WR,knee,2015,7,4,7,True,7.0,False,False,2.522222222222222
RB,back,2015,1,0,3,True,2.0,False,False,-3.203296703296701
RB,knee,2015,5,1,3,True,2.0,True,True,-3.203296703296701
WR,foot,2015,1,0,7,True,1.0,False,False,0.49999999999999467
WR,hamstring,2015,7,5,7,True,1.0,True,False,0.49999999999999467
WR,illness,2015,1,0,7,True,1.0,False,False,0.49999999999999467
WR,knee,2015,2,0,7,True,1.0,False,False,0.49999999999999467
TE,quad,2015,1,0,5,True,0.0,False,False,0.3420454545454561
TE,ribs,2015,2,1,5,True,0.0,False,False,0.3420454545454561
WR,ankle,2015,1,0,2,True,8.0,False,False,-1.8214285714285712
WR,ribs,2015,3,2,2,True,8.0,False,False,-1.8214285714285712
TE,back,2015,1,0,1,True,8.0,False,False,-1.1883333333333326
TE,concussion,2015,2,1,1,True,8.0,False,False,-1.1883333333333326
TE,shoulder,2015,1,0,1,True,8.0,True,True,-1.1883333333333326
TE,ankle,2015,2,0,0,True,0.0,False,False,-6.975
RB,knee,2015,1,0,10,True,0.0,False,False,-6.7875
WR,knee,2015,2,0,0,True,0.0,False,False,1.0562500000000004
WR,groin,2015,4,1,7,False,16.0,False,False,
WR,hamstring,2015,3,1,7,False,16.0,False,False,
RB,ankle,2015,1,0,6,True,7.0,False,False,-5.995555555555555
RB,shoulder,2015,1,0,6,True,7.0,False,False,-5.995555555555555
QB,other,2015,1,0,0,True,0.0,False,False,-1.1874999999999964
QB,quad,2015,1,0,0,True,0.0,False,False,-1.1874999999999964
QB,ribs,2015,1,0,0,True,0.0,False,False,-1.1874999999999964
QB,concussion,2015,5,2,5,False,10.0,False,False,
WR,knee,2015,1,0,1,True,0.0,False,False,6.269166666666667
WR,ankle,2015,1,0,0,True,0.0,True,False,0.5062500000000014
WR,back,2015,1,0,1,True,4.0,False,False,-7.388333333333332
WR,concussion,2015,2,0,1,True,4.0,False,False,-7.388333333333332
WR,knee,2015,1,0,0,True,1.0,False,False,5.555
WR,shoulder,2015,2,0,0,True,1.0,True,False,5.555
RB,hamstring,2015,7,2,4,True,1.0,True,False,5.645000000000001
RB,knee,2015,2,2,4,True,1.0,False,False,5.645000000000001
RB,shoulder,2015,1,0,4,True,1.0,False,False,5.645000000000001
WR,concussion,2015,2,1,4,False,16.0,False,False,
WR,hip,2015,1,0,4,False,16.0,False,False,
WR,quad,2015,2,0,4,False,16.0,False,False,
