ecr_rank,player,pos,team_26,age,draft_year,draft_round,bye,ecr_ovr,ecr_sd,ecr_best,ecr_worst,ecr_pos,ecr_bestball,status_26,g_25,ppgA_25,ppgB_25,top6A_25,floorA_25,ptsA_25,ptsB_25,ppr_25,tgt_25,rec_25,re_yds_25,re_td_25,tgt_share_25,car_25,ru_yds_25,ru_td_25,pass_yds_25,pass_td_25,int_25,ru100_25,re100_25,p300_25,snap_pct_25,g_24,ppgA_24,ppgB_24,ppr_24,tgt_24,tgt_share_24,car_24
224,Germie Bernard,WR,PIT,22.8,2026.0,2.0,9.0,233.44,30.74,166,328,86.07,178.33,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Antonio Williams,WR,WAS,22.2,2026.0,3.0,7.0,233.94,40.42,136,362,86.24,205.8,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Tennessee Titans,DST,TEN,,,,9.0,234.77,59.04,161,355,25.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Zachariah Branch,WR,ATL,22.5,2026.0,3.0,11.0,235.11,34.27,160,316,86.36,205.6,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Malachi Fields,WR,NYG,23.0,2026.0,3.0,8.0,236.07,35.07,137,328,87.61,216.67,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Justice Hill,RB,BAL,28.8,2019.0,4.0,13.0,236.52,40.45,141,327,69.56,256.4,ACT,10.0,6.5200000000000005,6.5200000000000005,10.483333333333334,0.7,65.2,65.2,65.2,27.0,21.0,169.0,1.0,0.108,18.0,93.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371,15.0,8.473333333333334,8.473333333333334,127.10000000000001,51.0,0.12408759124087591,47.0
230,Jaylen Wright,RB,MIA,23.4,2024.0,4.0,6.0,236.57,28.21,162,308,68.97,245.0,ACT,9.0,5.688888888888889,5.577777777777778,7.916666666666667,1.7000000000000002,51.2,50.2,48.2,9.0,5.0,44.0,0.0,0.04390243902439024,70.0,288.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.215,13.0,2.053846153846154,2.053846153846154,26.7,6.0,0.014218009478672985,68.0
231,Kaelon Black,RB,SF,24.9,2026.0,3.0,8.0,237.76,51.05,128,327,70.0,211.75,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Pat Freiermuth,TE,PIT,27.9,2021.0,2.0,9.0,238.46,27.26,155,333,27.71,188.5,ACT,15.0,7.673333333333334,7.706666666666667,12.85,3.6,115.10000000000001,115.60000000000001,113.60000000000001,54.0,41.0,486.0,4.0,0.11416490486257928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5035294117647059,17.0,10.01764705882353,10.01764705882353,170.3,78.0,0.1729490022172949,0.0
233,Jack Bech,WR,LV,23.7,2025.0,2.0,13.0,239.01,33.11,140,391,87.78,256.2,ACT,14.0,3.0285714285714285,3.0285714285714285,5.699999999999999,0.0,42.4,42.4,42.4,29.0,20.0,224.0,0.0,0.07631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3975,,,,,,,
234,Cade Otton,TE,TB,27.4,2022.0,4.0,10.0,239.93,24.95,178,320,28.37,192.67,ACT,15.0,8.146666666666667,8.146666666666667,13.883333333333335,4.3500000000000005,122.2,122.2,122.19999999999999,81.0,59.0,572.0,1.0,0.16910229645093947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9349999999999999,14.0,10.15,10.185714285714285,140.6,87.0,0.19037199124726478,1.0
235,Ted Hurst III,WR,TB,22.2,2026.0,3.0,10.0,242.97,39.88,154,391,88.7,204.17,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,George Holani,RB,SEA,26.7,,,11.0,243.54,41.6,154,332,71.71,247.4,ACT,10.0,2.08,2.08,3.466666666666667,0.0,20.8,20.8,20.8,2.0,2.0,15.0,0.0,0.007662835249042145,22.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05545454545454545,3.0,0.6333333333333333,0.6333333333333333,1.9,1.0,0.012195121951219513,3.0
237,Chris Bell,WR,MIA,22.3,2026.0,3.0,6.0,244.04,35.04,154,310,89.66,224.5,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Chimere Dike,WR,TEN,24.7,2025.0,4.0,9.0,244.36,37.24,165,344,89.79,234.4,ACT,17.0,7.535294117647059,7.535294117647059,15.216666666666667,2.8,128.1,128.1,128.1,74.0,48.0,423.0,4.0,0.13988657844990549,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5929411764705882,,,,,,,
239,Keon Coleman,WR,BUF,23.3,2024.0,2.0,7.0,246.9,32.15,154,331,91.04,238.4,ACT,12.0,8.658333333333333,8.700000000000001,12.65,4.775,103.9,104.4,102.4,59.0,38.0,404.0,4.0,0.17352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6523076923076924,13.0,8.692307692307692,8.73076923076923,111.5,57.0,0.1553133514986376,1.0
240,Devaughn Vele,WR,NO,28.7,2024.0,7.0,8.0,248.58,36.9,154,302,90.66,221.8,ACT,9.0,7.366666666666666,7.366666666666666,9.916666666666666,2.5,66.3,66.3,66.3,39.0,25.0,293.0,2.0,0.12580645161290321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5015384615384616,13.0,8.192307692307692,8.192307692307692,106.5,55.0,0.12971698113207547,0.0
241,Ollie Gordon II,RB,MIA,22.7,2025.0,6.0,6.0,248.68,30.56,162,332,72.87,245.2,ACT,17.0,3.182352941176471,3.182352941176471,7.7,0.0,54.1,54.1,54.1,9.0,7.0,32.0,1.0,0.019955654101995565,70.0,199.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22411764705882353,,,,,,,
242,Dallas Cowboys,DST,DAL,,,,14.0,249.34,51.76,183,356,20.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Najee Harris,RB,NYG,28.5,2021.0,1.0,8.0,249.45,50.91,160,360,74.07,279.0,ACT,3.0,3.866666666666667,3.866666666666667,3.866666666666667,2.4000000000000004,11.600000000000001,11.600000000000001,11.6,3.0,3.0,25.0,0.0,0.02830188679245283,15.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21666666666666667,17.0,12.564705882352941,12.388235294117647,204.6,48.0,0.10643015521064302,263.0
244,David Njoku,TE,LAC,30.2,2017.0,1.0,7.0,250.34,30.0,144,355,30.82,223.83,ACT,11.0,7.845454545454545,7.845454545454545,11.1,4.45,86.3,86.3,86.3,48.0,33.0,293.0,4.0,0.12532637075718014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6391666666666667,11.0,13.5,13.5,148.5,97.0,0.22769953051643194,0.0
245,Elic Ayomanor,WR,TEN,23.3,2025.0,4.0,9.0,251.77,33.47,180,350,92.83,242.0,ACT,16.0,7.28125,7.28125,11.583333333333334,3.675,116.5,116.5,116.5,89.0,41.0,515.0,4.0,0.18126272912423624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.805625,,,,,,,
246,Demond Claiborne,RB,MIN,22.9,2026.0,6.0,6.0,252.01,35.09,160,354,73.67,237.8,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,New York Giants,DST,NYG,,,,8.0,253.0,52.66,172,357,22.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Isaiah Davis,RB,NYJ,24.6,2024.0,5.0,13.0,253.97,27.56,162,326,73.4,267.0,ACT,16.0,4.45,4.45,9.600000000000001,1.1,71.2,71.2,71.2,28.0,21.0,186.0,0.0,0.06334841628959276,43.0,236.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,13.0,3.5307692307692307,3.5307692307692307,45.9,12.0,0.026200873362445413,30.0
249,Evan Engram,TE,DEN,32.0,2017.0,1.0,10.0,253.98,25.23,195,306,30.8,223.2,ACT,16.0,6.425,6.425,10.233333333333333,3.1,102.8,102.8,102.8,76.0,50.0,461.0,1.0,0.13768115942028986,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42125,9.0,10.11111111111111,10.166666666666666,89.5,64.0,0.25098039215686274,0.0
250,Las Vegas Raiders,DST,LV,,,,13.0,255.6,69.26,170,360,27.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,San Francisco 49ers,DST,SF,,,,8.0,257.6,30.2,165,356,19.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,New York Jets,DST,NYJ,,,,13.0,258.25,68.33,191,361,28.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Ty Johnson,RB,BUF,29.0,2019.0,6.0,7.0,259.3,30.37,162,332,75.07,233.0,ACT,17.0,5.9,5.9,11.366666666666665,2.4000000000000004,100.30000000000001,100.30000000000001,100.3,33.0,24.0,263.0,2.0,0.06889352818371608,50.0,200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2958823529411765,17.0,5.482352941176471,5.511764705882353,91.7,25.0,0.050505050505050504,41.0
254,Fernando Mendoza,QB,LV,22.9,2026.0,1.0,13.0,259.46,37.89,159,368,30.54,177.2,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,New Orleans Saints,DST,NO,,,,8.0,260.49,37.79,172,337,18.59,270.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Elijah Sarratt,WR,BAL,23.3,2026.0,4.0,13.0,261.62,24.26,204,323,95.97,206.67,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Tory Horton,WR,SEA,23.8,2025.0,5.0,11.0,261.68,27.07,208,369,95.38,231.2,ACT,8.0,8.1375,8.1375,10.85,0.0,65.1,65.1,65.1,22.0,13.0,161.0,5.0,0.10628019323671498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48125,,,,,,,
258,LeQuint Allen Jr.,RB,JAX,22.1,2025.0,7.0,7.0,262.4,30.17,160,343,75.92,275.75,ACT,16.0,1.55,1.55,2.5666666666666664,0.825,24.8,24.8,24.8,11.0,10.0,54.0,0.0,0.02335456475583864,23.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22588235294117645,,,,,,,
259,Samaje Perine,RB,CIN,31.0,2017.0,4.0,6.0,262.41,39.64,152,331,76.74,256.6,ACT,15.0,5.193333333333333,5.193333333333333,9.383333333333335,1.55,77.9,77.9,77.9,21.0,17.0,87.0,0.0,0.03932584269662921,84.0,382.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,4.788235294117648,4.788235294117648,81.4,35.0,0.06140350877192982,20.0
260,Chicago Bears,DST,CHI,,,,10.0,263.0,51.06,167,355,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Christian Kirk,WR,SF,29.8,2018.0,2.0,8.0,264.59,32.97,176,374,96.18,228.0,RES,11.0,5.263636363636364,5.263636363636364,8.433333333333334,1.6,57.9,57.9,57.9,52.0,28.0,239.0,1.0,0.1440443213296399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48615384615384616,8.0,8.8625,8.8625,70.9,47.0,0.1950207468879668,0.0
262,Xavier Legette,WR,CAR,25.6,2024.0,1.0,5.0,264.69,29.96,195,332,96.27,239.25,ACT,15.0,5.953333333333334,5.953333333333334,11.65,1.75,89.30000000000001,89.30000000000001,89.3,64.0,35.0,363.0,3.0,0.1509433962264151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6786666666666666,15.0,8.34,8.34,125.10000000000001,84.0,0.17987152034261242,6.0
263,Darius Slayton,WR,NYG,29.7,2019.0,5.0,8.0,264.83,26.08,184,334,96.37,242.2,ACT,14.0,7.057142857142858,7.057142857142858,10.833333333333334,4.225,98.80000000000001,98.80000000000001,98.8,63.0,37.0,538.0,1.0,0.15180722891566265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.812857142857143,16.0,7.0625,7.125,110.0,71.0,0.1360153256704981,2.0
264,Tyquan Thornton,WR,KC,26.1,2022.0,2.0,5.0,264.9,31.58,166,373,96.77,232.0,ACT,12.0,6.733333333333333,6.733333333333333,10.983333333333334,2.9250000000000003,80.8,80.8,80.8,37.0,19.0,438.0,3.0,0.08872901678657075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,4.0,2.175,2.175,8.7,8.0,0.07407407407407407,0.0
265,Jordan James,RB,SF,22.5,2025.0,5.0,8.0,264.94,35.83,164,343,76.8,250.6,ACT,,,,,,,,,,,,,,,,,,,,,,,0.016666666666666666,,,,,,,
266,Cincinnati Bengals,DST,CIN,,,,6.0,265.42,63.26,185,356,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Colby Parkinson,TE,LA,27.7,2020.0,4.0,11.0,265.87,20.28,215,345,33.23,258.4,ACT,14.0,9.271428571428572,9.271428571428572,15.966666666666669,3.8,129.8,129.8,129.8,56.0,43.0,408.0,8.0,0.11428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604,16.0,4.0875,4.0875,65.4,49.0,0.09859154929577464,0.0
268,Darren Waller,TE,CAR,34.0,2015.0,6.0,5.0,267.85,35.83,209,357,33.11,266.75,ACT,9.0,9.855555555555556,9.855555555555556,14.16666666666667,2.7,88.7,88.7,88.7,34.0,24.0,283.0,6.0,0.1459227467811159,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996,,,,,,,
269,Marvin Mims Jr.,WR,DEN,24.5,2023.0,2.0,10.0,267.99,26.52,208,369,97.91,231.5,ACT,15.0,6.333333333333333,6.333333333333333,11.333333333333334,3.35,95.0,95.0,95.0,51.0,37.0,322.0,1.0,0.09902912621359224,12.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3686666666666667,17.0,7.794117647058823,7.852941176470588,129.5,52.0,0.09647495361781076,13.0
270,Atlanta Falcons,DST,ATL,,,,11.0,268.04,41.24,167,356,19.35,264.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Alec Ingold,RB,LAC,,,,7.0,270.5,7.5,263,278,112.2,,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Tampa Bay Buccaneers,DST,TB,,,,10.0,271.14,59.73,187,356,22.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Chris Brooks,RB,GB,26.7,,,11.0,271.15,29.49,175,358,78.84,296.75,ACT,17.0,1.9235294117647062,1.9235294117647062,4.216666666666668,0.1,32.7,32.7,32.7,17.0,13.0,91.0,0.0,0.03695652173913044,27.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20058823529411765,11.0,3.8363636363636364,3.8363636363636364,42.2,13.0,0.04693140794223827,36.0
274,Devin Neal,RB,NO,23.1,2025.0,6.0,8.0,271.65,33.2,201,364,80.02,295.67,RES,9.0,6.666666666666667,6.666666666666667,9.466666666666667,2.2,60.0,60.0,60.0,19.0,17.0,104.0,0.0,0.06333333333333334,57.0,206.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,,,,,,
275,Tua Tagovailoa,QB,ATL,28.5,2020.0,1.0,11.0,272.03,34.69,139,348,31.61,203.0,ACT,14.0,11.478571428571428,14.47857142857143,18.38,6.66,160.7,202.70000000000002,160.7,0.0,0.0,0.0,0.0,0.0,20.0,43.0,0.0,2660.0,20.0,15.0,0.0,0.0,1.0,0.9542857142857143,11.0,16.507272727272724,20.68909090909091,181.57999999999998,0.0,0.0,17.0
276,DJ Giddens,RB,IND,23.0,2025.0,5.0,13.0,272.34,23.49,222,327,78.49,289.25,ACT,5.0,1.9200000000000004,1.9200000000000004,1.9200000000000004,0.30000000000000004,9.600000000000001,9.600000000000001,9.6,2.0,0.0,0.0,0.0,0.013333333333333334,26.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000001,,,,,,,
277,Mike Gesicki,TE,CIN,30.9,2018.0,2.0,6.0,273.14,23.74,226,352,34.06,198.8,ACT,12.0,5.891666666666667,5.891666666666667,9.333333333333334,2.325,70.7,70.7,70.7,42.0,28.0,307.0,2.0,0.1037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3853846153846154,16.0,8.9375,8.96875,141.5,83.0,0.13741721854304637,0.0
278,Brandon Aiyuk,WR,SF,28.5,2020.0,1.0,8.0,273.21,48.46,163,381,102.05,248.5,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.12857142857143,9.200000000000001,62.400000000000006,47.0,0.2422680412371134,0.0
279,Malik Davis,RB,DAL,27.8,,,14.0,273.91,29.97,177,358,80.0,290.5,ACT,10.0,4.36,4.26,7.066666666666666,0.37500000000000006,43.6,42.6,40.599999999999994,5.0,2.0,16.0,0.0,0.014084507042253521,52.0,250.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.207,,,,,,,
280,Mason Taylor,TE,NYJ,22.3,2025.0,2.0,13.0,274.29,27.61,200,336,34.62,236.6,ACT,13.0,6.838461538461539,6.838461538461539,11.133333333333333,3.0,88.9,88.9,88.9,65.0,44.0,369.0,1.0,0.18786127167630057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8107692307692307,,,,,,,
281,Seth McGowan,RB,IND,24.9,2026.0,7.0,13.0,274.37,40.11,175,343,81.48,269.25,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Kyle Williams,WR,NE,23.8,2025.0,3.0,11.0,275.03,33.25,202,369,101.0,270.0,ACT,14.0,3.5142857142857147,3.5142857142857147,7.8500000000000005,0.0,49.2,49.2,49.2,21.0,10.0,209.0,3.0,0.051470588235294115,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30823529411764705,,,,,,,
283,Indianapolis Colts,DST,IND,,,,13.0,275.07,36.62,171,356,19.13,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Trey Benson,RB,ARI,24.1,2024.0,3.0,14.0,276.23,36.67,160,349,82.88,300.0,RES,4.0,8.85,8.85,8.85,8.325,35.4,35.4,35.4,16.0,13.0,64.0,0.0,0.125,29.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48250000000000004,12.0,3.9166666666666665,3.9166666666666665,47.0,6.0,0.016574585635359115,63.0
285,Jahan Dotson,WR,ATL,26.5,2022.0,1.0,11.0,276.8,48.8,154,374,101.35,252.0,ACT,15.0,3.3466666666666667,3.3466666666666667,6.8166666666666655,0.65,50.2,50.2,50.2,36.0,18.0,262.0,1.0,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5688235294117647,14.0,2.992857142857143,2.992857142857143,41.9,33.0,0.09269662921348315,1.0
286,Andrei Iosivas,WR,CIN,26.9,2023.0,6.0,6.0,276.89,33.96,195,359,102.51,250.75,ACT,15.0,5.993333333333334,5.993333333333334,11.283333333333333,2.6,89.9,89.9,89.9,58.0,33.0,435.0,2.0,0.1039426523297491,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7617647058823529,17.0,7.052941176470589,7.052941176470589,119.9,61.0,0.09728867623604466,0.0
287,Josh Williams,RB,TB,26.3,,,10.0,278.0,35.0,243,313,119.75,,DEV,2.0,0.55,0.55,0.55,0.275,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335,,,,,,,
288,Carolina Panthers,DST,CAR,,,,5.0,278.32,54.99,185,356,23.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,DeMario Douglas,WR,NE,25.8,2023.0,6.0,11.0,278.87,58.68,168,385,103.5,248.0,ACT,16.0,6.08125,6.1125,10.716666666666667,2.5250000000000004,97.3,97.8,95.8,46.0,31.0,447.0,3.0,0.0989247311827957,7.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25882352941176473,16.0,9.231250000000001,9.231250000000001,147.7,87.0,0.18354430379746836,3.0
290,Miami Dolphins,DST,MIA,,,,6.0,280.29,77.02,185,359,26.81,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Theo Johnson,TE,NYG,25.5,2024.0,4.0,8.0,280.76,28.09,203,349,35.89,257.25,ACT,15.0,8.52,8.52,14.083333333333336,4.85,127.8,127.8,127.8,74.0,45.0,528.0,5.0,0.167420814479638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8673333333333333,11.0,6.1909090909090905,6.1909090909090905,68.1,43.0,0.11944444444444445,0.0
292,Mack Hollins,WR,NE,33.0,2017.0,4.0,11.0,282.08,34.6,199,387,103.89,284.0,ACT,14.0,8.207142857142857,8.242857142857144,12.366666666666667,5.075,114.9,115.4,113.4,65.0,46.0,550.0,2.0,0.15892420537897312,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6773333333333333,17.0,5.811764705882353,5.811764705882353,98.8,50.0,0.10101010101010101,0.0
293,Tyreek Hill,WR,FA,32.5,2016.0,5.0,,282.61,41.47,192,385,103.92,235.0,,4.0,13.75,13.875,13.75,11.524999999999999,55.0,55.5,53.5,29.0,21.0,265.0,1.0,0.24786324786324787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6849999999999999,17.0,13.1,13.188235294117646,218.2,123.0,0.22122302158273383,8.0
294,Kendre Miller,RB,NO,24.2,2023.0,3.0,8.0,282.95,33.93,162,365,82.83,302.0,ACT,7.0,4.757142857142857,4.757142857142857,5.433333333333334,2.2,33.3,33.3,33.3,5.0,5.0,30.0,0.0,0.021834061135371178,47.0,193.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24285714285714285,6.0,4.85,4.85,29.099999999999998,8.0,0.04060913705583756,39.0
295,Brashard Smith,RB,KC,23.4,2025.0,7.0,5.0,283.11,25.97,222,366,82.72,274.25,ACT,17.0,3.7235294117647055,3.7235294117647055,8.366666666666667,0.7000000000000001,63.3,63.3,63.3,35.0,25.0,172.0,1.0,0.06375227686703097,44.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16705882352941176,,,,,,,
296,Charlie Kolar,TE,LAC,27.6,2022.0,4.0,7.0,284.08,40.23,196,382,38.15,243.5,ACT,13.0,2.784615384615385,2.784615384615385,5.250000000000001,0.0,36.2,36.2,36.2,15.0,10.0,142.0,2.0,0.04792332268370607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4035294117647059,10.0,2.83,2.83,28.3,11.0,0.040740740740740744,1.0
297,Eli Stowers,TE,PHI,23.4,2026.0,2.0,10.0,286.04,37.76,203,377,37.52,222.8,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Michael Penix Jr.,QB,ATL,26.3,2024.0,1.0,11.0,286.52,27.57,199,346,32.54,212.2,ACT,9.0,13.364444444444445,15.586666666666666,17.216666666666665,7.9,120.28,140.28,120.28,0.0,0.0,0.0,0.0,0.0,21.0,70.0,1.0,1982.0,9.0,3.0,0.0,0.0,1.0,0.9322222222222223,5.0,8.82,10.42,44.1,0.0,0.0,7.0
299,Arizona Cardinals,DST,ARI,,,,14.0,287.0,75.0,212,362,31.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Adam Randall,RB,BAL,22.2,2026.0,5.0,13.0,287.12,30.22,201,337,84.94,278.5,RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Xavier Hutchinson,WR,HOU,26.3,2023.0,6.0,8.0,287.42,58.14,176,384,107.08,222.0,ACT,16.0,6.125,6.125,11.200000000000001,2.525,98.0,98.0,98.0,57.0,35.0,428.0,3.0,0.11198428290766209,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5747058823529412,14.0,1.6928571428571428,1.6928571428571428,23.7,26.0,0.05895691609977324,0.0
302,Kirk Cousins,QB,LV,38.1,2012.0,4.0,13.0,288.51,32.58,179,347,32.88,229.0,ACT,10.0,10.354000000000001,12.554,15.11,3.6400000000000006,103.54,125.54,103.53999999999999,0.0,0.0,0.0,0.0,0.0,14.0,7.0,1.0,1721.0,10.0,5.0,0.0,0.0,1.0,0.861,14.0,13.165714285714285,15.737142857142857,176.32,0.0,0.0,23.0
303,Hollywood Brown,WR,PHI,29.3,2019.0,1.0,10.0,288.84,23.06,239,382,105.43,268.5,ACT,16.0,8.60625,8.60625,13.66666666666667,5.025,137.7,137.7,137.7,74.0,49.0,587.0,5.0,0.14258188824662812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535,2.0,9.05,9.05,18.1,15.0,0.189873417721519,0.0
304,Emari Demercado,RB,DAL,27.6,,,5.0,289.63,35.57,162,380,84.9,295.0,ACT,12.0,4.858333333333333,4.858333333333333,8.183333333333334,1.6,58.3,58.3,58.3,20.0,13.0,101.0,1.0,0.04640371229698376,44.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323076923076923,13.0,4.207692307692308,4.207692307692308,54.699999999999996,20.0,0.05181347150259067,24.0
305,Jalen Tolbert,WR,MIA,27.5,2022.0,3.0,6.0,289.65,46.51,194,378,105.31,256.6,ACT,12.0,3.858333333333333,3.858333333333333,7.250000000000001,0.0,46.3,46.3,46.3,34.0,18.0,203.0,1.0,0.08056872037914692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5130769230769231,17.0,8.941176470588236,8.941176470588236,152.0,79.0,0.12762520193861066,0.0
306,Bryce Lance,WR,NO,24.1,2026.0,4.0,8.0,289.7,41.46,180,351,106.73,255.0,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Deshaun Watson,QB,CLE,31.0,2017.0,1.0,11.0,289.72,26.08,221,346,33.03,191.5,ACT,,,,,,,,,,,,,,,,,,,,,,,,7.0,10.959999999999999,12.388571428571428,76.72,0.0,0.0,31.0
308,Isaiah Bond,WR,CLE,22.5,,,11.0,290.48,27.42,224,380,107.55,286.33,ACT,15.0,3.646666666666667,3.646666666666667,6.616666666666668,1.75,54.7,54.7,54.7,44.0,18.0,338.0,0.0,0.09341825902335456,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48062499999999997,,,,,,,
309,Jake Tonges,TE,SF,27.2,,,8.0,290.84,33.68,158,358,37.42,275.8,ACT,10.0,9.330000000000002,9.330000000000002,13.4,4.85,93.30000000000001,93.30000000000001,93.3,46.0,34.0,293.0,5.0,0.13690476190476192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3317647058823529,2.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Bam Knight,RB,ARI,25.4,,,14.0,291.97,27.43,233,337,87.91,,ACT,12.0,7.741666666666666,7.741666666666666,12.616666666666665,3.2250000000000005,92.89999999999999,92.89999999999999,92.9,31.0,22.0,160.0,1.0,0.0670995670995671,82.0,269.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3308333333333333,,,,,,,
311,Kendrick Bourne,WR,ARI,31.1,,,14.0,292.65,46.21,224,365,107.64,275.0,ACT,14.0,6.792857142857144,6.864285714285715,12.25,3.0250000000000004,95.10000000000001,96.10000000000001,92.1,53.0,37.0,551.0,0.0,0.12211981566820276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.566875,12.0,5.425,5.425,65.1,38.0,0.10215053763440861,1.0
