player,pos,mean,sd,exp_missed,avail,vor,score
Treylon Burks,WR,5.89895430669362,3.2508240713482395,4.88,4.392985971925954,-3.8046176066321493,-3.9286591595144973
Cole Kmet,TE,5.040446506364026,3.2408267977991874,4.21,3.8233269235037715,-3.8572720185912925,-3.941018562257006
Jaydon Blue,RB,5.486079598597198,3.017343779228459,5.89,3.7450561024541456,-3.8383438975458546,-3.9432060981812125
Damien Martinez,RB,5.163333333333334,3.0,4.62,3.7176000000000005,-3.8657999999999997,-3.9715293895967805
Frank Gore Jr.,RB,5.163333333333334,3.0,4.62,3.7176000000000005,-3.8657999999999997,-3.9715293895967805
Kyle Juszczyk,RB,5.163333333333334,3.0,4.62,3.7176000000000005,-3.8657999999999997,-3.9715293895967805
Kaelon Black,RB,5.163333333333334,3.0,4.62,3.7176000000000005,-3.8657999999999997,-3.9715293895967805
Jaydn Ott,RB,5.163333333333334,3.0,4.62,3.7176000000000005,-3.8657999999999997,-3.9715293895967805
Jordan James,RB,5.163333333333334,3.0,4.62,3.7176000000000005,-3.8657999999999997,-3.9715293895967805
Van Jefferson,WR,5.970351848138611,3.380714535306223,5.65,4.310945231523616,-3.886658347034488,-4.004205376718937
Konata Mumpfield,WR,5.741361656923766,3.0,4.68,4.309398514255721,-3.888205064302382,-4.024787820752142
Ty Johnson,RB,5.239918506618881,5.2852388782343604,6.09,3.546191906979425,-4.037208093020575,-4.028675538705638
Elijah Moore,WR,5.681096657733111,3.423367413007906,4.68,4.264164314863206,-3.933439263694898,-4.048853649494262
Tua Tagovailoa,QB,12.85290136823657,7.29722587662637,3.65,9.99880121146639,-4.152502641433259,-4.118015262557036
Oscar Delp,TE,4.7683333333333335,3.099416666666667,4.01,3.6449700980392157,-4.035628844055848,-4.126445894278188
Alec Ingold,RB,4.943333333333333,3.0,4.62,3.5591999999999997,-4.0242,-4.129929389596781
Jam Miller,RB,4.943333333333333,3.0,4.62,3.5591999999999997,-4.0242,-4.129929389596781
Adam Prentice,RB,4.943333333333333,3.0,4.62,3.5591999999999997,-4.0242,-4.129929389596781
Noah Whittington,RB,4.943333333333333,3.0,4.62,3.5591999999999997,-4.0242,-4.129929389596781
J'Mari Taylor,RB,4.943333333333333,3.0,4.62,3.5591999999999997,-4.0242,-4.129929389596781
Erick All Jr.,TE,4.7421323529411765,3.0823860294117646,4.01,3.6249417603806227,-4.055657181714441,-4.147325763799525
Jalen Tolbert,WR,5.467642158241282,4.408557449765035,4.68,4.103947878774044,-4.093655699784059,-4.159810583745568
Jimmy Horn Jr.,WR,5.514596746183912,3.0,4.68,4.139191440076866,-4.058412138481238,-4.194994894930997
Trey Benson,RB,5.459155089774016,3.002535299375709,7.39,3.4858310882057024,-4.097568911794298,-4.2031715364222935
Jaret Patterson,RB,5.090561730792533,3.0,5.89,3.475056993285138,-4.108343006714862,-4.214072396311643
Ja'Tavion Sanders,TE,4.839141899554984,3.842584357623726,5.33,3.511224431235925,-4.169374510859139,-4.223033176533626
Devin Singletary,RB,4.8737757730116025,6.327420485474313,6.09,3.2983994275587345,-4.285000572441266,-4.224358937764332
Braelon Allen,RB,5.068193790888988,3.0,5.89,3.4597875848980415,-4.123612415101959,-4.229341804698739
Isaiah Williams,WR,5.115312195260055,4.430070406835969,3.4,4.0320696127343965,-4.165533965823707,-4.230613201931669
Jonnu Smith,TE,4.422742168811392,3.916452851902659,3.11,3.4978687329217157,-4.182730209173348,-4.232695450133888
Emari Demercado,RB,5.059391325549365,4.298933976386859,6.53,3.358543006401446,-4.224856993598554,-4.265639684375992
Kendre Miller,RB,4.994418159677346,3.0,5.89,3.4094248672385645,-4.173975132761436,-4.279704522358217
Shedeur Sanders,QB,12.142054745770258,9.922268965744246,2.93,9.70293021889935,-4.448373634000298,-4.282634100668182
Max Bredeson,RB,4.723333333333334,3.0,4.62,3.4008000000000003,-4.1826,-4.288329389596781
Seth McGowan,RB,4.723333333333334,3.0,4.62,3.4008000000000003,-4.1826,-4.288329389596781
Demond Claiborne,RB,4.723333333333334,3.0,4.62,3.4008000000000003,-4.1826,-4.288329389596781
Eli Heidenreich,RB,4.723333333333334,3.0,4.62,3.4008000000000003,-4.1826,-4.288329389596781
Demarcus Robinson,WR,5.555592072999723,3.004282657426609,5.45,4.044144229610093,-4.153459348948011,-4.2898279725264405
Raheim Sanders,RB,4.976835461892027,3.0,5.89,3.3974220903092336,-4.1859779096907666,-4.291707299287547
Eli Raridon,TE,4.5407142857142855,3.0,4.01,3.470975420168067,-4.209623521926996,-4.305411405482669
DeAndre Hopkins,WR,5.176876967771806,4.167742018097062,4.21,3.9572656585996833,-4.240337919958421,-4.318533575503327
Dont'e Thornton Jr.,WR,5.381769270761055,3.0,4.88,4.007835233402056,-4.189768345156048,-4.326351101605807
Kirk Cousins,QB,12.19876569475008,8.028665587201345,2.93,9.748248939010578,-4.40305491388907,-4.331995549484099
Kalif Raymond,WR,5.555431489149498,4.692983617923169,6.25,3.9133112989744254,-4.284292279583678,-4.336225855137279
Savion Williams,WR,5.364352386624121,3.0,4.88,3.9948647773330217,-4.202738801225082,-4.339321557674841
Noah Fant,TE,4.628785372408089,4.726100468782445,5.53,3.3313640606713513,-4.349234881423713,-4.358717741540263
